Sample,X,Y,Z
452,0.0498,-0.4438,-1.0952
453,0.3359,-0.4775,-1.0540
454,0.1772,0.0222,-0.9087
455,-0.1401,-0.0447,-1.1135
456,0.0745,-0.3296,-1.0483
457,0.2207,-0.2910,-1.0444
458,0.2837,-0.1304,-1.2075
459,0.0693,-0.1187,-0.9065
460,0.0103,0.3123,-0.7681
461,-0.0039,-0.8333,-0.9124
462,0.0293,-0.5278,-0.9019
463,-0.1448,-0.0103,-1.2427
464,-0.0559,-0.1289,-1.0640
465,0.2676,-1.0610,-1.1177
466,0.3621,-0.8411,-0.9475
467,0.0154,-0.3342,-0.8674
468,-0.1021,-0.7698,-1.0842
469,0.1675,-1.0562,-1.1001
470,0.2820,-0.7336,-1.0149
471,0.1702,-0.4514,-1.0754
472,-0.0964,-0.8433,-0.9653
473,0.1235,-0.8706,-1.1060
474,0.2241,-0.5171,-1.1411
475,-0.0012,-0.6536,-1.1282
476,-0.0105,-0.8062,-0.9937
477,0.1401,-0.3970,-0.8970
478,0.0300,-0.3960,-1.0161
479,-0.0366,-0.5227,-1.1565
480,0.1948,-0.8569,-1.0991
481,0.2383,-0.5813,-0.9368
482,-0.0198,-0.0652,-0.9751
483,0.0154,-0.4751,-1.0376
484,0.2515,-0.8101,-1.1831
485,0.1345,-0.6741,-0.9241
486,0.0059,-0.1873,-0.8088
487,0.0227,-0.4553,-0.9036
488,0.2759,-0.9702,-1.2583
489,0.0054,-0.6206,-1.0132
490,-0.1567,-0.2434,-0.8381
491,0.1836,-0.5806,-0.9995
492,0.2493,-0.9456,-1.0598
493,-0.0518,-0.9546,-1.0278
494,0.1211,-0.2683,-1.0757
495,0.1560,-0.4077,-1.0796
496,0.0217,-0.8127,-0.8440
497,0.1938,-1.3169,-1.0806
498,0.2119,-0.2710,-1.0405
499,-0.0415,-0.0320,-1.0754
500,-0.0056,-0.8186,-0.9543
501,0.2354,-1.2524,-0.8813
502,0.1863,-0.2534,-1.1938
503,-0.2798,0.0500,-1.2239
504,-0.2708,-0.5435,-0.8032
505,0.4141,-0.4761,-0.9331
506,0.4907,-0.3052,-1.2163
507,-0.1235,-0.4221,-1.1008
508,-0.0955,-0.2971,-0.6838
509,0.3936,-0.1194,-0.8547
510,0.1770,-0.4143,-1.3254
511,-0.2146,-0.4268,-1.0920
512,0.0486,-0.1409,-0.9163
513,0.1785,-0.0452,-0.9407
514,-0.1082,-0.0210,-1.0667
515,-0.0483,0.0728,-1.1741
516,0.1858,-0.2036,-1.1069
517,0.1858,-0.1448,-0.9172
518,0.0903,-0.0129,-0.8423
519,0.0835,-0.0205,-1.0090
520,0.1252,-0.2080,-1.1790
521,0.0471,-0.2429,-1.0608
522,0.1042,-0.0640,-1.0012
523,0.0879,-0.0359,-0.9836
524,0.0239,-0.1870,-1.0298
525,0.0569,-0.2048,-1.1108
526,0.1011,0.0200,-1.0491
527,0.0781,-0.0620,-1.0171
528,0.0747,0.0066,-0.9741
529,0.1687,-0.1570,-1.0227
530,0.1101,-0.1487,-1.0344
531,0.0442,-0.0625,-1.0403
532,0.0911,-0.0571,-1.0210
533,0.0842,-0.1194,-1.0100
534,0.0515,-0.1350,-1.0325
535,0.0679,-0.1470,-1.0676
536,0.0576,-0.0576,-1.0483
537,0.0803,-0.0452,-1.0171
538,0.1206,-0.1111,-0.9973
539,0.1348,-0.0620,-1.0171
540,0.0903,-0.0513,-1.0122
541,0.0891,-0.0769,-1.0327
542,0.0984,-0.0669,-1.0474
543,0.0754,-0.1035,-1.0376
544,0.0608,-0.0879,-1.0200
545,0.0840,-0.1101,-1.0269
546,0.0703,-0.1304,-1.0503
547,0.0654,-0.1077,-1.0491
548,0.0928,-0.0427,-1.0374
549,0.1038,-0.0481,-1.0334
550,0.0808,-0.0542,-1.0159
551,0.0930,-0.0864,-1.0337
552,0.1045,-0.1042,-1.0396
553,0.0889,-0.0652,-1.0188
554,0.0657,-0.0535,-1.0288
555,0.0791,-0.0620,-1.0474
556,0.0786,-0.0977,-1.0601
557,0.0815,-0.0996,-1.0188
558,0.0930,-0.0669,-1.0081
559,0.0867,-0.0657,-1.0161
560,0.0857,-0.0535,-1.0588
561,0.0862,-0.0396,-1.0601
562,0.0872,-0.0386,-1.0034
563,0.1077,-0.0701,-1.0129
564,0.1021,-0.0835,-1.0278
565,0.0603,-0.0811,-1.0334
566,0.0718,-0.0549,-1.0366
567,0.0928,-0.0518,-1.0435
568,0.0759,-0.0684,-1.0374
569,0.0674,-0.0591,-1.0129
570,0.1018,-0.0945,-1.0327
571,0.0913,-0.0730,-1.0415
572,0.0642,-0.0232,-1.0237
573,0.0857,-0.0398,-1.0286
574,0.0933,-0.0452,-1.0366
575,0.0903,-0.0850,-1.0356
576,0.0747,-0.0820,-1.0220
577,0.0879,-0.0657,-1.0295
578,0.0891,-0.0881,-1.0510
579,0.0698,-0.0742,-1.0374
580,0.0728,-0.0615,-1.0432
581,0.0876,-0.0818,-1.0308
582,0.0696,-0.0720,-1.0278
583,0.0757,-0.0493,-1.0366
584,0.0830,-0.0535,-1.0425
585,0.0793,-0.0652,-1.0344
586,0.0964,-0.0681,-1.0393
587,0.0881,-0.0854,-1.0288
588,0.0710,-0.0767,-1.0198
589,0.0867,-0.0767,-1.0422
590,0.0767,-0.0889,-1.0454
591,0.0620,-0.0676,-1.0259
592,0.0898,-0.0620,-1.0237
593,0.0898,-0.0806,-1.0356
594,0.0793,-0.0747,-1.0354
595,0.0833,-0.0461,-1.0374
596,0.0840,-0.0803,-1.0295
597,0.0776,-0.0674,-1.0239
598,0.0886,-0.0818,-1.0276
599,0.0859,-0.1082,-1.0334
600,0.0745,-0.0730,-1.0334
601,0.0823,-0.0737,-1.0344
