Sample,X,Y,Z
229,-0.0391,0.1548,-0.8716
230,0.0049,-0.1040,-1.0435
231,0.1421,-0.1755,-1.1030
232,0.0586,-0.2766,-1.0100
233,-0.1165,0.1460,-0.8967
234,-0.0806,0.1436,-0.8765
235,-0.0469,-0.2122,-1.0901
236,0.0244,-0.2180,-1.1274
237,0.0691,-0.1467,-1.0491
238,0.2751,-0.0105,-0.9290
239,0.6997,-0.1072,-1.0923
240,0.1267,-0.6057,-1.3420
241,-0.4897,0.3589,-0.9924
242,-0.0540,0.0723,-1.0803
243,0.1709,-0.3733,-0.9270
244,0.4771,-0.2437,-1.0327
245,0.1218,-0.2083,-0.9739
246,-0.3079,0.1816,-1.0200
247,0.0356,0.1838,-1.1235
248,0.2830,-0.4827,-0.9983
249,0.0366,-0.2212,-1.0552
250,-0.1050,-0.0312,-0.8860
251,-0.1494,0.0437,-1.0522
252,-0.0171,0.0640,-1.0647
253,0.1426,-0.2717,-1.0559
254,0.2078,-0.0764,-0.9944
255,0.5408,0.0034,-1.0608
256,0.0901,-0.5029,-1.1711
257,-0.4465,0.0569,-1.0054
258,-0.0012,0.2324,-1.1304
259,0.3650,-0.5393,-1.1184
260,0.5186,-0.0356,-1.0083
261,0.2375,-0.0457,-0.9084
262,-0.1985,0.1577,-1.0491
263,0.1313,0.0359,-1.1372
264,0.2649,-0.4436,-0.9807
265,-0.0098,-0.2004,-0.9241
266,-0.1428,0.0730,-0.9194
267,-0.0776,-0.0242,-1.0999
268,0.3621,-0.0942,-1.1174
269,0.3284,-0.5696,-0.9338
270,-0.1929,-0.0662,-0.9280
271,-0.3899,0.7009,-0.8579
272,0.1177,-0.1890,-1.3247
273,0.3967,-0.5813,-1.2493
274,0.3972,-0.1912,-0.9368
275,-0.0493,-0.0447,-0.7622
276,-0.1162,0.2961,-1.1011
277,0.2271,-0.0774,-1.2603
278,0.1846,-0.4934,-1.1868
279,0.0889,-0.1160,-0.9692
280,-0.0408,0.0049,-0.6799
281,-0.0571,0.1025,-1.0090
282,-0.0088,-0.0996,-1.1499
283,0.1340,-0.3086,-1.2083
284,0.1736,0.0750,-0.9006
285,0.1670,-0.1228,-0.7034
286,-0.1079,-0.1943,-1.0002
287,-0.2551,0.1404,-1.0923
288,0.1248,-0.1924,-1.3813
289,0.2937,-0.2102,-1.1165
290,0.4304,-0.0352,-0.8606
291,0.0996,-0.1599,-0.9604
292,-0.0754,0.0562,-1.1936
293,0.1592,-0.0027,-1.1743
294,0.1899,-0.2585,-1.0288
295,0.1570,-0.2195,-0.9465
296,-0.0107,-0.0659,-0.8423
297,-0.2222,0.1458,-1.0823
298,0.0525,0.1265,-1.1702
299,0.5212,-0.2598,-1.0608
300,0.1208,-0.4824,-0.8274
301,-0.1875,0.2954,-0.8088
302,-0.3215,0.2507,-1.0327
303,-0.0010,-0.3032,-1.2212
304,0.4128,-0.4631,-1.2053
305,0.4155,-0.1794,-0.8423
306,-0.0964,0.1777,-0.8521
307,-0.0525,0.2280,-1.1379
308,0.2300,-0.3022,-1.2573
309,0.2439,-0.3274,-1.1838
310,0.0671,-0.2083,-0.8909
311,-0.0156,0.2429,-0.8208
312,0.2454,-0.0864,-1.2397
313,0.3411,-0.2053,-1.1985
