Sample,X,Y,Z
87,-0.2969,-0.3508,-1.0159
88,-0.3591,-0.1873,-1.1704
89,-0.7903,0.1440,-1.0376
90,-0.5232,0.1355,-1.0112
91,-0.2815,-0.2896,-1.0327
92,-0.1416,-0.1316,-1.0405
93,-0.4663,-0.0662,-1.1594
94,-0.6040,0.1038,-0.9280
95,-0.3567,-0.1079,-1.0405
96,-0.3450,-0.1167,-1.0093
97,-0.5454,-0.1936,-1.1018
98,-0.5627,-0.0203,-1.1138
99,-0.3394,-0.0664,-1.0159
100,-0.2048,-0.1709,-0.9312
101,-0.1995,-0.0950,-1.0171
102,-0.1963,-0.2588,-1.1284
103,-0.3801,-0.1724,-1.1157
104,-0.4172,0.1445,-0.9683
105,-0.2097,0.0046,-1.0747
106,-0.0493,-0.1682,-1.0305
107,-0.0132,-0.1877,-1.0803
108,-0.2261,-0.0725,-1.0139
109,-0.2585,-0.0588,-1.0364
110,-0.1353,0.0850,-0.9807
111,0.0920,-0.2905,-1.0571
112,0.1538,-0.1216,-1.0713
113,0.1523,-0.1514,-1.1284
114,0.2512,-0.1287,-1.0022
115,0.1985,-0.2971,-1.0061
116,-0.1313,-0.0249,-0.9963
117,-0.1875,0.3162,-0.9351
118,0.2429,-0.0986,-1.0940
119,0.3621,-0.3235,-1.0793
120,-0.0383,-0.0205,-0.8501
121,-0.1035,0.0842,-0.9182
122,-0.0076,-0.0732,-1.0364
123,0.1980,-0.3362,-1.0051
124,0.1318,-0.4700,-1.0520
125,-0.0728,-0.1040,-1.0432
126,-0.1353,0.1201,-1.0784
127,-0.0845,0.1802,-1.0657
128,0.0615,-0.2402,-1.0386
129,0.0706,-0.1296,-1.0442
130,0.1265,-0.1855,-1.0864
131,0.3279,-0.0046,-0.9836
132,0.2820,-0.3596,-0.9856
133,-0.1274,-0.0928,-1.0452
134,-0.3081,0.2266,-1.0002
135,-0.1011,0.0542,-1.0471
136,0.1536,-0.1714,-0.9585
137,0.3730,-0.2488,-1.0112
138,0.1282,-0.0752,-1.0452
139,-0.1702,0.1531,-1.0913
140,0.0205,0.0232,-0.9604
141,0.2761,-0.4915,-0.9788
142,0.1951,-0.3411,-0.9993
143,-0.0498,-0.1665,-1.0327
144,-0.1743,0.3149,-1.0696
145,0.0806,0.0112,-1.1685
146,0.3347,-0.2327,-1.0471
147,0.4089,-0.4241,-1.0168
148,0.1531,-0.3118,-0.8987
149,-0.2625,0.0815,-0.8762
150,-0.3384,0.3540,-0.9993
151,0.0215,-0.0544,-1.1890
152,0.2937,-0.2063,-1.1125
153,0.2998,-0.2358,-0.7993
154,0.0386,-0.0171,-0.8206
155,-0.1929,0.1626,-1.0452
156,-0.0037,-0.1118,-1.1753
157,0.2720,-0.4390,-1.1060
158,0.3057,-0.3274,-0.9563
159,-0.0122,0.1035,-0.9153
160,-0.1653,0.1077,-1.1597
161,0.0820,-0.0276,-1.2073
162,0.2607,-0.5520,-1.1038
163,0.1699,0.0005,-0.9280
164,-0.0757,0.0542,-0.9397
165,-0.0613,0.2097,-1.0933
166,0.1489,-0.2397,-1.1831
167,0.2710,-0.3560,-1.0327
168,0.0840,-0.0452,-0.8684
169,-0.0889,0.0410,-0.8501
170,-0.0054,0.0254,-1.0522
171,0.1748,-0.1594,-1.1997
172,0.2695,-0.2983,-1.0913
173,0.3403,-0.1514,-0.8569
174,0.2517,-0.1111,-0.9202
175,-0.1655,-0.2070,-1.1028
176,-0.3501,0.3169,-1.0198
177,0.0120,-0.2561,-1.2356
178,0.2026,-0.0952,-1.0513
179,0.3083,-0.1006,-1.0461
180,0.0051,-0.0300,-0.9749
181,-0.2026,0.0354,-1.0725
182,-0.0256,-0.0881,-1.0520
183,0.1069,-0.3765,-1.0298
184,0.1641,-0.1863,-1.0178
185,0.0977,-0.0664,-0.9456
186,0.1282,0.1426,-0.9944
187,0.4709,-0.0432,-1.0862
188,0.0598,-0.4983,-1.0657
189,-0.3481,0.0703,-0.7864
190,-0.0920,0.2253,-0.8970
191,0.1221,-0.1050,-1.1567
192,0.3582,-0.2922,-1.2639
193,0.2322,-0.2317,-0.9436
194,-0.1272,-0.0017,-0.8508
195,-0.0999,0.1533,-0.9163
196,0.0605,-0.4399,-1.1772
197,0.0437,-0.4238,-1.2417
198,0.1096,-0.1338,-1.0659
199,0.1567,0.2751,-0.8931
200,0.3525,0.1094,-1.0356
201,0.2578,-0.5454,-1.0659
202,-0.0854,-0.2495,-1.0386
203,-0.3762,0.3601,-0.7817
204,0.0037,0.1616,-1.0471
205,0.2129,-0.2896,-1.1401
206,0.3777,-0.3176,-1.1506
207,0.1279,-0.1750,-0.9368
208,-0.1433,0.3386,-0.7798
209,0.0789,-0.1873,-1.0022
210,0.1162,-0.3823,-1.2993
211,0.1663,-0.2612,-1.2153
212,0.1296,0.0901,-0.9661
213,0.2893,0.1147,-0.9211
214,0.4158,-0.3684,-0.9661
215,-0.1150,-0.5198,-1.0520
216,-0.4133,0.3425,-0.9224
217,-0.0583,0.2256,-1.0972
218,0.1111,-0.0815,-1.0032
219,0.3823,-0.1802,-1.0679
220,0.2756,-0.3169,-0.9790
221,-0.2251,0.0776,-0.8977
222,0.0757,0.0742,-1.0718
223,0.2407,-0.3198,-0.9937
224,0.1902,-0.3079,-1.2190
225,-0.0557,-0.0645,-0.9885
226,-0.2590,0.2793,-1.0220
227,0.1743,0.0203,-1.1128
228,0.5239,-0.5327,-0.9849
229,0.5513,-0.3042,-1.0190
230,-0.2312,-0.1428,-0.8850
231,-0.4282,0.7437,-0.9631
232,0.0002,-0.0857,-1.1409
233,0.3337,-0.5022,-1.1067
234,0.2241,-0.3979,-0.8130
235,0.0535,0.1584,-0.7661
236,-0.2102,0.1858,-0.9924
237,0.0972,-0.1072,-1.2183
238,0.2847,-0.4917,-1.1753
239,0.1035,-0.1682,-0.9622
240,-0.0234,0.2632,-0.8284
241,-0.1313,-0.0806,-1.0999
242,0.0571,-0.1799,-1.2502
243,0.2083,-0.2251,-1.2573
244,0.2039,0.0588,-0.8889
245,0.4644,0.0063,-0.8823
246,-0.0286,-0.4224,-0.9458
247,-0.5583,-0.1001,-1.0747
248,-0.1479,0.1277,-1.0461
249,0.2046,-0.1379,-1.0374
250,0.3481,-0.2100,-0.9595
251,0.2427,-0.1365,-0.8960
252,-0.0806,0.0410,-0.9973
253,-0.0173,0.0835,-1.1731
254,0.1772,-0.2651,-0.9653
255,-0.0029,-0.2583,-0.9214
256,0.0549,-0.1389,-0.9924
257,-0.1331,0.0212,-1.0249
258,0.0437,-0.0303,-1.2542
259,0.2227,-0.2339,-1.0083
260,0.1372,-0.2156,-0.9780
261,-0.0828,0.1638,-1.0063
262,0.0076,0.1870,-1.1858
263,0.1155,-0.1650,-1.1917
264,0.3569,-0.2617,-1.0366
265,0.4517,-0.3521,-0.8228
266,-0.1326,-0.0940,-0.6333
267,-0.1355,0.1096,-1.1714
268,-0.2932,0.2488,-1.1118
269,0.2729,-0.2261,-1.3257
270,0.3865,-0.4204,-0.9768
271,0.2097,0.0374,-0.8420
272,-0.0122,0.0603,-0.9692
273,-0.0544,-0.0657,-1.1975
274,0.1755,-0.2405,-1.1643
275,0.4019,-0.3062,-1.1206
276,0.0945,-0.0374,-1.0266
277,0.0718,0.1030,-0.9944
278,0.1499,-0.0952,-1.1597
279,0.1785,-0.3655,-1.1311
280,-0.0767,-0.0164,-0.9641
281,-0.1782,0.1467,-0.9563
282,0.0681,0.1843,-1.0454
283,0.4148,-0.3586,-1.1243
284,0.5515,-0.4768,-1.1584
285,-0.1084,-0.1172,-0.9028
286,-0.4185,0.5112,-0.7288
287,0.0286,-0.0159,-1.1509
288,0.2644,-0.5579,-1.3010
289,0.3728,-0.1179,-1.1370
290,0.0938,-0.0410,-0.8254
291,0.1707,0.4692,-0.9368
292,0.1060,-0.3110,-1.1821
293,0.1096,-0.3950,-1.2769
294,-0.0061,-0.1885,-1.1790
295,0.1465,0.1677,-0.8706
296,0.3855,-0.0286,-1.0012
297,0.1760,-0.4517,-1.0786
298,-0.1638,-0.0771,-1.0637
299,-0.2678,0.3259,-1.0513
300,0.0349,0.0725,-0.9692
301,0.4788,-0.2876,-0.9800
302,0.3950,-0.3774,-0.9526
303,-0.0979,-0.0349,-0.8979
304,-0.1331,0.3088,-1.0718
305,0.1172,-0.0715,-0.9612
306,0.2668,-0.2112,-1.1331
307,0.0442,-0.2642,-1.0776
308,-0.0068,0.0383,-0.9944
309,0.2358,0.0952,-1.0210
310,0.6440,-0.2617,-1.0903
311,0.0200,-0.5471,-1.2034
312,-0.5208,0.4685,-0.8628
313,-0.0510,0.0776,-1.0959
314,0.3384,-0.3511,-1.0503
315,0.3823,-0.2554,-0.9722
316,0.1707,-0.1458,-0.8420
317,-0.2061,0.2400,-0.8511
318,0.1067,0.2007,-1.0364
319,0.2163,-0.4868,-1.0425
320,0.0562,-0.2974,-1.1001
321,-0.1497,-0.1345,-0.8589
322,-0.1677,0.0872,-0.9517
323,0.0833,0.0251,-1.1340
324,0.2927,-0.3557,-1.1047
325,0.4275,-0.1887,-1.1477
326,-0.2793,-0.2751,-0.8003
327,-0.3137,0.3513,-0.9136
328,-0.1519,-0.0208,-1.1350
329,0.1392,-0.2012,-1.1772
330,0.4556,-0.6489,-1.0728
331,0.3748,0.1787,-0.6829
332,-0.1270,0.0710,-0.9475
333,-0.1223,0.1743,-1.1877
334,0.1746,-0.3083,-1.2170
335,0.1521,-0.4868,-0.9575
336,-0.0112,-0.0317,-0.7737
337,-0.1719,0.0840,-0.8938
338,-0.1089,0.0261,-1.2620
339,0.2563,-0.1411,-1.2925
340,0.4929,-0.3154,-0.9856
341,0.0742,-0.1042,-0.7395
342,-0.1355,0.1101,-1.0269
343,-0.1382,0.0798,-1.1848
344,0.3389,-0.3516,-1.4087
345,0.3218,-0.4927,-1.1489
346,0.2996,0.1655,-0.8215
347,-0.1018,0.0452,-0.8706
348,-0.1370,0.0642,-1.1372
349,0.3716,-0.2026,-1.4360
350,0.2915,-0.4751,-1.2231
351,0.0342,-0.0369,-0.8481
352,0.0430,0.1841,-0.8821
353,0.0442,-0.1748,-1.1274
354,0.1050,-0.1938,-1.2095
355,0.1660,-0.0801,-1.0044
356,-0.0818,0.0427,-0.8850
357,-0.0051,0.2534,-0.9944
358,0.2556,-0.3567,-1.1858
359,0.4207,-0.3213,-1.1877
360,0.3394,-0.3071,-0.9761
361,-0.0173,0.0364,-0.9585
362,-0.2688,0.3035,-0.9302
363,0.1379,-0.2410,-1.3440
364,0.1323,-0.3147,-1.2366
365,0.1572,-0.0542,-0.9351
366,0.0498,-0.0144,-0.6985
367,-0.0823,0.1030,-0.9067
368,0.0093,-0.0981,-1.0981
369,0.0972,-0.4438,-1.2241
370,0.0591,-0.1399,-1.1106
371,-0.0034,0.0920,-0.8169
372,0.0325,-0.0022,-0.9778
373,0.2007,-0.2412,-1.1860
374,0.0718,-0.1677,-1.1516
375,-0.0171,0.0220,-1.1421
376,0.2385,0.3599,-0.8665
377,0.6802,-0.4565,-1.1372
378,0.1868,-0.4624,-1.1567
379,-0.3950,0.1367,-0.8879
380,-0.1724,0.1628,-1.0278
381,0.1558,-0.2231,-1.0737
382,0.4421,-0.2236,-1.1360
383,0.1746,-0.2961,-0.9407
384,-0.2397,0.2568,-0.9280
385,-0.0044,0.2183,-0.9875
386,0.1470,-0.4692,-1.0610
387,0.1306,-0.1506,-1.1223
388,-0.0029,-0.2339,-0.8276
389,-0.1975,0.0698,-0.9351
390,-0.0239,0.0640,-1.0715
391,0.0894,-0.1282,-1.1431
392,0.2581,-0.1182,-1.1108
393,0.5933,-0.1587,-0.9653
394,0.0718,-0.4097,-1.0718
395,-0.3960,0.4272,-0.9026
396,0.0098,-0.1060,-1.2358
397,0.3464,-0.5012,-1.1135
398,0.3823,-0.1089,-0.9487
399,0.0342,0.0405,-0.7522
400,-0.2581,0.2332,-0.9663
401,0.1270,-0.0178,-1.0940
402,0.2388,-0.5894,-1.1890
403,-0.0425,-0.1455,-1.0090
404,-0.1594,0.1606,-0.7390
405,-0.0513,-0.0320,-1.0774
406,0.3765,-0.0796,-1.1870
407,0.5503,-0.4253,-1.1753
408,-0.0552,-0.2803,-1.1204
409,-0.3997,0.6101,-0.7534
410,0.1611,-0.0908,-1.1567
411,0.3438,-0.6350,-1.2571
412,0.2966,0.0039,-1.0198
413,0.0056,0.0342,-0.7678
414,-0.1570,0.2632,-0.8459
415,0.2095,-0.1323,-0.9937
416,0.1484,-0.5933,-1.1069
417,-0.1943,-0.1101,-1.0549
418,-0.2317,0.1641,-0.8560
419,0.0090,-0.0261,-1.1343
420,0.3188,-0.2144,-1.1001
421,0.5017,-0.4036,-1.0540
422,-0.1252,-0.2866,-1.2017
423,-0.3718,0.7224,-0.9312
424,0.1558,-0.2278,-1.2336
425,0.3191,-0.5305,-1.2024
426,0.4988,-0.2317,-1.0208
427,0.0503,0.0220,-0.7222
428,-0.1331,0.2380,-1.0356
429,0.2300,-0.0369,-1.1460
430,0.2065,-0.5298,-1.2368
431,-0.0493,-0.0203,-0.9526
432,-0.0957,0.0657,-0.8049
433,-0.1069,-0.0144,-0.9790
434,0.1580,-0.1694,-1.2036
435,0.3862,-0.1880,-1.0796
436,-0.0415,-0.3469,-0.9788
437,-0.3276,0.3911,-0.7864
438,-0.0818,0.0068,-1.0464
439,0.0845,-0.3149,-1.2290
440,0.3777,-0.4016,-1.1262
441,0.2776,-0.0789,-0.8325
442,0.0549,0.2031,-0.8950
443,0.0254,-0.0293,-1.1311
444,0.1108,-0.1985,-1.2454
445,0.1616,-0.2422,-1.0933
446,0.1228,-0.0293,-0.7922
447,-0.0115,-0.0947,-0.8472
448,0.0027,-0.0081,-1.0698
449,-0.0100,-0.2026,-1.1489
450,0.1987,0.0391,-1.0503
451,0.0730,-0.2117,-0.8391
452,-0.1475,-0.1516,-0.9260
453,-0.1816,0.1113,-1.1187
454,0.1646,-0.2915,-1.1802
455,0.3755,-0.2749,-1.1577
456,0.2273,0.0596,-0.9045
457,-0.0020,0.0193,-0.9780
458,0.0583,0.0156,-1.1545
459,0.2603,-0.1743,-1.1011
460,0.1089,-0.3354,-1.0278
461,0.0317,-0.0054,-0.9058
462,-0.0078,-0.0320,-0.9309
463,0.0513,-0.1262,-1.1194
464,0.0452,-0.1370,-1.0022
465,-0.1262,-0.0713,-0.9604
466,-0.0073,0.1294,-1.0637
467,0.3044,-0.0081,-1.1135
468,0.4968,-0.3215,-1.0735
469,0.5571,-0.3071,-0.9224
470,0.1553,-0.1245,-1.0483
471,-0.0229,0.4539,-0.9849
472,0.4224,-0.1294,-1.2603
473,0.7495,-0.4683,-1.2661
474,0.7380,-0.2556,-0.9895
475,0.3845,0.2329,-0.7424
476,0.3535,0.0906,-1.0034
477,0.5688,-0.0471,-1.0503
478,0.5933,-0.4888,-1.1157
479,0.4546,-0.0486,-0.9800
480,0.4968,0.0657,-0.9690
481,0.5503,-0.1902,-1.1460
482,0.6121,-0.2441,-1.1321
483,0.5522,-0.1338,-1.0366
484,0.4819,0.1643,-0.9692
485,0.7244,0.0903,-0.9778
486,0.7837,-0.3462,-1.0786
487,0.6345,-0.1770,-1.0569
488,0.4722,0.0088,-0.9204
489,0.5847,-0.0815,-0.9661
490,0.6990,-0.0259,-1.0950
491,0.7527,-0.3083,-1.0637
492,0.5718,-0.2175,-1.0474
493,0.5601,0.0154,-1.0542
494,0.5503,-0.1143,-1.0503
495,0.4539,0.1021,-0.9485
496,0.5146,-0.1968,-1.0110
497,0.7175,0.0769,-1.1321
498,0.5288,-0.0718,-1.0581
499,0.4966,0.1108,-0.8872
500,0.6216,-0.4214,-0.9614
501,0.7263,-0.2151,-1.1389
502,0.6814,-0.0303,-1.1418
503,0.5200,0.0474,-1.0151
504,0.6824,-0.1501,-1.0188
505,0.7808,-0.0747,-1.0181
506,0.3943,-0.0703,-0.9739
507,0.5974,-0.2043,-1.1106
508,0.5828,-0.0852,-1.0540
509,0.4636,0.1238,-0.9309
510,0.7146,-0.2986,-1.0950
511,0.5806,-0.3013,-1.0698
512,0.5349,0.1377,-1.0159
513,0.4646,0.2971,-0.9485
514,0.5698,-0.2563,-1.0269
515,0.5093,-0.5073,-1.0532
516,0.4685,-0.0857,-1.0256
517,0.3506,0.1401,-1.0754
518,0.3308,-0.0256,-1.0051
519,0.5261,-0.2864,-1.0500
520,0.5486,-0.2039,-1.0403
521,0.1609,-0.0061,-1.0034
522,0.0010,0.1501,-0.9438
523,0.2593,-0.1758,-1.0913
524,0.2759,-0.2212,-1.1274
525,0.0017,-0.0735,-1.0403
526,0.0342,0.0317,-0.9722
527,0.1538,-0.0913,-0.9146
528,0.1172,-0.1064,-1.0278
529,-0.0273,-0.1125,-1.1809
530,-0.0039,-0.0125,-1.1370
531,0.0984,-0.0398,-0.9067
532,0.2200,-0.1855,-0.8713
533,0.2002,-0.1890,-1.0854
534,0.0422,-0.0688,-1.1731
535,0.0493,0.1201,-1.0444
536,0.1414,-0.1128,-0.9282
537,0.1096,-0.1096,-0.9771
538,0.0239,-0.2222,-1.0952
539,0.0889,-0.1528,-1.0835
540,0.1099,-0.1157,-0.9751
541,0.0603,-0.0513,-0.9976
542,0.0764,0.0356,-1.1086
543,0.0923,-0.2183,-1.0903
544,0.1155,-0.2400,-0.9868
545,0.1082,-0.0872,-0.9661
546,0.0657,-0.0220,-1.0461
547,0.0667,-0.0308,-1.0920
548,0.0940,-0.1096,-1.0432
549,0.0759,-0.0916,-0.9807
550,0.0613,-0.0610,-0.9653
551,0.0847,-0.1108,-1.0608
552,0.0925,-0.1672,-1.0688
553,0.0757,-0.1196,-1.0142
554,0.0532,-0.0383,-1.0042
555,0.0659,-0.0154,-1.0454
556,0.1130,-0.1448,-1.0823
557,0.1067,-0.1511,-1.0266
558,0.0825,-0.0889,-1.0139
559,0.0522,-0.0393,-1.0015
560,0.0674,-0.0647,-1.0435
561,0.1135,-0.1633,-1.0579
562,0.1099,-0.1230,-1.0249
563,0.0537,-0.0635,-1.0237
564,0.0659,-0.0334,-1.0464
565,0.1157,-0.1235,-1.0562
566,0.1086,-0.1763,-1.0161
567,0.0708,-0.0874,-1.0103
568,0.0593,-0.0027,-1.0269
569,0.0828,-0.0457,-1.0610
570,0.1091,-0.1309,-1.0491
571,0.1030,-0.1265,-0.9946
572,0.0586,-0.0859,-0.9966
573,0.0620,-0.0757,-1.0435
574,0.0737,-0.1353,-1.0708
575,0.1023,-0.1284,-1.0386
576,0.0940,-0.0798,-1.0305
577,0.0801,-0.0469,-1.0269
578,0.0989,-0.1121,-1.0403
579,0.0984,-0.1672,-1.0305
580,0.0789,-0.1223,-1.0159
581,0.0627,-0.0378,-1.0327
582,0.0581,-0.0510,-1.0491
583,0.0859,-0.1294,-1.0415
584,0.1072,-0.1494,-1.0090
585,0.0723,-0.1018,-1.0217
586,0.0601,-0.0471,-1.0520
587,0.0884,-0.0881,-1.0522
588,0.1060,-0.1277,-1.0286
589,0.0815,-0.0906,-1.0020
590,0.0771,-0.0254,-1.0208
591,0.0898,-0.0854,-1.0552
592,0.0984,-0.1606,-1.0393
593,0.0913,-0.1108,-1.0093
594,0.0701,-0.0627,-1.0278
595,0.0754,-0.0454,-1.0601
596,0.1084,-0.1089,-1.0532
597,0.1228,-0.1567,-1.0210
598,0.0842,-0.1047,-1.0110
599,0.0474,-0.0305,-1.0288
600,0.0693,-0.0823,-1.0618
601,0.1001,-0.1567,-1.0415
602,0.0959,-0.1345,-1.0090
603,0.0676,-0.0481,-1.0188
604,0.0603,-0.0486,-1.0549
605,0.0845,-0.1375,-1.0549
606,0.0994,-0.1370,-1.0198
607,0.0708,-0.1001,-1.0200
608,0.0652,-0.0203,-1.0247
609,0.0901,-0.0757,-1.0454
610,0.1021,-0.1458,-1.0354
611,0.0901,-0.1182,-1.0063
612,0.0598,-0.0540,-1.0149
613,0.0642,-0.0505,-1.0435
614,0.0947,-0.1450,-1.0503
615,0.1074,-0.1355,-1.0110
616,0.0776,-0.0815,-1.0210
617,0.0686,-0.0269,-1.0442
618,0.0918,-0.0918,-1.0493
619,0.1042,-0.1606,-1.0295
620,0.0852,-0.1296,-1.0081
621,0.0513,-0.0547,-1.0122
622,0.0652,-0.0540,-1.0540
623,0.0996,-0.1348,-1.0493
624,0.0962,-0.1453,-1.0142
625,0.0605,-0.0742,-1.0159
626,0.0654,-0.0349,-1.0432
627,0.0928,-0.1152,-1.0522
628,0.0967,-0.1453,-1.0247
629,0.0808,-0.0874,-1.0090
630,0.0693,-0.0286,-1.0249
631,0.0669,-0.0747,-1.0581
632,0.0986,-0.1528,-1.0435
633,0.1221,-0.1372,-1.0103
634,0.0767,-0.0718,-1.0210
635,0.0554,-0.0388,-1.0549
636,0.1008,-0.1040,-1.0640
637,0.1108,-0.1636,-1.0229
638,0.0842,-0.0884,-1.0083
639,0.0630,-0.0264,-1.0151
640,0.0791,-0.0857,-1.0581
641,0.1035,-0.1497,-1.0422
642,0.0938,-0.1169,-1.0093
643,0.0610,-0.0488,-1.0198
644,0.0679,-0.0337,-1.0500
645,0.1050,-0.1348,-1.0571
646,0.1162,-0.1519,-1.0210
647,0.0801,-0.0813,-1.0022
648,0.0603,-0.0181,-1.0286
649,0.0896,-0.0754,-1.0579
650,0.1121,-0.1560,-1.0403
651,0.1021,-0.1187,-1.0093
652,0.0757,-0.0576,-1.0142
653,0.0730,-0.0520,-1.0442
654,0.0945,-0.1421,-1.0588
655,0.1108,-0.1423,-1.0210
656,0.0913,-0.0754,-1.0239
657,0.0742,-0.0342,-1.0374
658,0.0996,-0.0791,-1.0532
659,0.1260,-0.1604,-1.0403
660,0.0957,-0.1145,-1.0071
661,0.0505,-0.0430,-1.0159
662,0.0664,-0.0601,-1.0552
663,0.1079,-0.1514,-1.0483
664,0.1106,-0.1418,-1.0100
665,0.0850,-0.0718,-1.0190
666,0.0859,-0.0498,-1.0520
667,0.0974,-0.1060,-1.0627
668,0.1062,-0.1555,-1.0276
669,0.0872,-0.0942,-1.0024
670,0.0757,-0.0361,-1.0178
671,0.0833,-0.0723,-1.0522
672,0.1123,-0.1467,-1.0432
673,0.1125,-0.1331,-1.0188
674,0.0720,-0.0710,-1.0198
675,0.0791,-0.0310,-1.0513
676,0.1016,-0.1218,-1.0659
677,0.1179,-0.1521,-1.0247
678,0.0901,-0.0850,-0.9973
679,0.0664,-0.0286,-1.0259
680,0.0874,-0.0679,-1.0513
681,0.1130,-0.1594,-1.0452
682,0.1033,-0.1328,-1.0110
683,0.0667,-0.0581,-1.0122
684,0.0667,-0.0469,-1.0481
685,0.0896,-0.1318,-1.0549
686,0.1143,-0.1484,-1.0269
687,0.0889,-0.0842,-1.0081
688,0.0642,-0.0276,-1.0325
689,0.0835,-0.0867,-1.0562
690,0.1052,-0.1501,-1.0276
691,0.0837,-0.1294,-1.0083
692,0.0659,-0.0500,-1.0142
693,0.0715,-0.0618,-1.0552
694,0.0945,-0.1379,-1.0598
695,0.1208,-0.1389,-1.0159
696,0.0825,-0.0908,-1.0151
697,0.0688,-0.0322,-1.0356
698,0.0930,-0.0930,-1.0569
699,0.1011,-0.1572,-1.0288
700,0.0830,-0.1042,-1.0005
701,0.0618,-0.0332,-1.0129
702,0.0696,-0.0708,-1.0503
703,0.1045,-0.1606,-1.0532
704,0.1062,-0.1277,-1.0159
705,0.0750,-0.0757,-1.0161
706,0.0769,-0.0364,-1.0559
707,0.0920,-0.0981,-1.0522
708,0.1116,-0.1521,-1.0249
709,0.0825,-0.1001,-1.0044
710,0.0498,-0.0364,-1.0129
711,0.0657,-0.0686,-1.0471
712,0.0969,-0.1648,-1.0530
713,0.0955,-0.1379,-1.0120
714,0.0664,-0.0649,-1.0151
715,0.0776,-0.0452,-1.0588
716,0.0874,-0.1228,-1.0481
717,0.1011,-0.1489,-1.0229
718,0.0818,-0.0959,-1.0090
719,0.0557,-0.0347,-1.0168
720,0.0833,-0.0679,-1.0532
721,0.1074,-0.1553,-1.0405
722,0.0901,-0.1343,-1.0151
723,0.0522,-0.0469,-1.0093
724,0.0613,-0.0491,-1.0552
725,0.0928,-0.1416,-1.0579
726,0.1140,-0.1418,-1.0129
727,0.0771,-0.0823,-1.0151
728,0.0649,-0.0222,-1.0278
729,0.0850,-0.0857,-1.0562
730,0.0945,-0.1572,-1.0344
731,0.0872,-0.1118,-1.0120
732,0.0720,-0.0486,-1.0149
733,0.0681,-0.0598,-1.0530
